smiles1,smiles2,ged
CC1OC1C#N,c1c[nH]nc1N,8
C1CCC1,CC(C)C1CC1,6
OC1COC1=O,c1c(n[nH]n1)N,10
OCC(O)C#C,COCCCO,3
CC(=O)NC=N,Cc1cc([nH]c1)O,9
c1cc(oc1)N,C(C#N)OC=O,7
COCC=O,c1c(nc(o1)N)N,10
CC12CC(C1)C2,CC(=NO)CC#N,8
N1C2C1C1OC21,Cn1ncnn1,6
COCC(C)O,CC1CC1C=O,4
CC(C)C,Cc1[nH]ncn1,9
CC1(COC1)C,CC#CC1CC1,4
CC1(CO1)C=O,N=C1C=COC=N1,8
CC(C)(C)O,N=C1OC=CC=N1,10
C1CC1CO,OC1C2CC1C2,5
C1C2CC1C=C2,CC(=NO)COC,7
CC12CC(C1)O2,CC12CC1OC2,4
CC1(CN1C)C,CC1(CN1)C=O,3
C#CC(=O)CO,C(CCO)CO,3
CC1CCC1C,CC1CC2CC12,1
CC(=O)CC#C,CNC(=O)C#C,3
CCN1CC1,C1CC1CC#N,3
CC1CC1C,c1cnc(cn1)O,11
CCNC=O,c1c(c[nH]c1N)O,9
CN=C(C#N)N,CC(O)C1CC1,7
c1ccncc1,CC(C)(C)OC,9
CC1(CC1)O,C1CN(C1)C=O,6
c1nnno1,CC(=NO)C(=NO)C,13
C1C2COCC12,Cc1ccncn1,10
CC1(CN1)C#C,C1CC1(CO)O,4
C1CC2(C1)CO2,OC1CC2CC12,4
CCC(=NO)C#C,c1c([nH]c(=O)o1)N,7
C(C(=O)N)O,CC1COCO1,5
CC(=O)C(=O)C,CCC1CN1C,6
COC=O,CC(=NO)C(=NO)C,10
COC=O,OC1CC1C=O,6
CC1(CCO1)C,CC(C#N)C#N,6
CC#CC(C)O,C1C2CC=CC12,4
CNC(=O)NC,c1c([nH]c(n1)O)N,8
C(C=O)C(=O)N,NC(C#C)C#N,6
CNC(=O)C=O,c1c(n[nH]n1)N,9
c1cc[nH]c1,CC(O)C1CC1,9
CCN1CC1,CC1CC2OC12,5
CC1(COC1)O,CC1(CC1)CO,3
CCNC=O,c1conc1O,8
CCC1CN1C,N=C1N=COC=N1,8
CC(=O)C=O,Cc1ccoc1C,9
c1conn1,CN(C)CC=O,8
CC(=O)OC,Cc1c(nco1)N,9
c1c(nco1)O,C(C(F)(F)F)N,10
CC1OC1CO,O=C1OC2CC12,4
c1cnc[nH]1,CC1CC2CC12,10
COC(C)=N,CC1NC1C=O,5
N=C1CCCO1,N=C1COCO1,1
C1C2C3CC2C13,c1c(oc(n1)O)N,12
CCC#N,CCC(C)(C)C,6
NC(=O)C1CN1,CC1=COC(=N)O1,8
C1COCC1=O,Cc1ccc(o1)N,9
CNC(=O)N,N=COC1CC1,7
NCC(N)C#N,Cc1c[nH]c(=O)o1,7
C(C(=O)C=O)O,Cc1cc(c[nH]1)O,10
C(C=O)C#N,CC(=O)N(C)C,5
C#C,C1C2C1C1OC21,12
CC(=O)C,CC#CCC#C,7
OC1CC2NC12,Cc1[nH]ncn1,9
CC(=O)NC=N,CC1(CN1)C#N,5
C(C(=O)C=O)O,CC1NC1C#N,6
C#CC#CC#N,Cn1cncn1,6
CCCCOC,CC(O)C(C)=NO,5
CCC(C)OC,OC1=COC(=N)O1,6
CC1(CN1C)C,C1CC(=O)C=C1,5
C(C#N)OC=O,OC1C2CC1O2,6
CC1C(O)C1O,CC#CCC#C,6
C(#N)C(=N)N,Cc1cc(c[nH]1)N,9
c1c(coc1N)N,c1nc(=O)nco1,8
CC(C)C(C)C,C1COC(=O)O1,7
CCC(=O)CC,OCC1CC1O,4
Cc1ccoc1,c1c(nn[nH]1)O,4
C1C2C3C1CN23,c1c(c[nH]c1O)N,10
C1CC1CC#N,c1coc(c1N)O,10
c1cnc([nH]1)O,c1cnc(nc1)O,4
C1C2C1N1CC21,c1c([nH]c(=O)o1)N,6
c1cocn1,COC1COC1,9
C1CCC(C1)O,O=C1CC2CC12,2
O,C1NC1C1CN1,13
COCCO,c1[nH]cnn1,8
C(CO)C#N,Cc1cc[nH]c1C,9
CN1CC(=O)C1,c1c(nc(o1)O)N,10
OC1C2CC1O2,Cc1[nH]cc(n1)O,9
CCC(=NO)C,CN1CC1C#C,4
C1COC=N1,CC1(COC1)O,5
C#CCCO,c1nc(on1)N,9
C#N,C12C3C1C1C2C31,14
CC1CC(=O)O1,C1C(=O)NC=N1,5
c1c(nco1)N,c1conc1O,3
c1cncc(=O)[nH]1,c1ccnc(c1)O,8
CC12CN(C1)C2,C#CCN1CC1,4
Cc1cc(c[nH]1)N,c1cncnc1O,4
c1c([nH]cn1)O,CC1NC1CO,7
c1cc[nH]c1,CC(C=O)C#C,8
C(CO)O,CCOCC=O,5
c1nnon1,CCC(=O)OC,10
CC(CO)C#N,CC1(CO1)C#C,2
CN(C)CC#N,c1nc(no1)O,9
C(CO)C#N,N=C1NC=NO1,5
CCNCC#N,O=CC1CCO1,4
c1cncnc1,CC(C#N)C#N,7
CC(C)(C)CO,C#CC#CC=O,6
CC1CC2OC12,c1c[nH]c(c1O)N,9
COCCCO,Cc1cnccn1,10
[NH3+]CC([O-])=O,CCC#CC#N,8
CCOC=O,c1cnc(cn1)O,10
c1c[nH]nc1,CC(O)C1CO1,10
Cc1cnc(o1)N,c1cnc(cn1)O,6
C(C=O)C#N,O1C2C1C1OC21,8
COCCC#C,c1cc(cnc1)N,9
C1C(CO1)CO,N1C2C1C1NC21,6
CC1(CCC1)O,C#CCOC=O,5
N=C1COCO1,C1C2C3C1CN23,6
c1cnnnn1,CC(=NO)C(=NO)C,12
N#CCC1CO1,c1ccnc(c1)N,10
c1c(nco1)O,C1C2CCOC12,8
C1C2CCC12,CCOC=NC,7
CCC(C)(C)C,CC1OC1C=O,5
CC1(CO1)C#N,C(CC#N)C#N,5
CC(=O)CO,OCC(O)C#N,3
C1C2(N1)COC2,CC1CCC1=NO,6
C#CCN1CC1,CC(O)C1CO1,5
CC(N)C#N,c1(=O)[nH]nno1,7
CC(=N)OC=O,CCCC(=O)C,4
c1c(nco1)N,c1c(oc(=O)[nH]1)N,9
CC1CC(C)C1,CC(=NO)CC#N,7
C1CC1N2CC2,c1c([nH]c(n1)O)O,10
CC(=O)N(C)C,C(C(F)(F)F)N,7
CCNC=O,CCNC(=O)C,2
N=C1OCC=C1,Cc1cccnc1,9
C#CCCC=O,CC(O)C1CN1,5
CC(C)(C#N)N,C1CC1NC=O,5
CC1CNC1=O,Cc1c[nH]c(n1)C,9
CN1CC(=NO)C1,c1[nH]c(c(n1)N)O,9
c1c(nco1)O,C1COC(=O)O1,7
CCCC(=O)C,C1C2(N1)COC2,5
C1CCCC1,C1CC2OC12,2
c1c(nco1)O,N1C2C3NC2C13,10
CC(=N)NC=O,c1c(nc(o1)N)N,8
O=CC1CCO1,CC(=NO)C1CC1,7
C1CC(C1)C=O,c1ccnnc1,9
C(C#N)OC=O,c1c(n[nH]n1)O,8
C1C2CCC12,NC(=O)C1CO1,5
N1C2C3OC2C13,c1ccnc(c1)O,11
CC(=O)C#N,c1c(nc(o1)O)N,10
CC1(COC1)C,OC1CCOC1,3
c1(nnon1)N,OC1=COC(=N)O1,11
c1[nH]ncn1,c1[nH]nc(n1)O,2
CC(O)C#C,C1COC(=O)O1,7
[NH3+]CCC([O-])=O,O=C1CC2CN12,4
CC(C)OC,CCCNC=O,5
Cc1cc[nH]c1,CC1C2CCC12,7
c1c(nc(o1)N)N,c1c([nH]c(=O)[nH]1)O,7
C(CO)CO,CC(C)CCO,3
COCCC#N,Cc1c(nc[nH]1)C,8
OC1CC1O,C1CCC(C1)O,5
Cc1c[nH]c(n1)C,Cn1cccc1N,7
c1coc(n1)N,c1c(nno1)N,3
C1C(CC1=O)O,c1[nH]c(c(n1)O)O,10
CCNC=O,CC(=O)N(C)C,4
CC(=O)C=O,C(CC#N)C#N,7
CC1CCCC1,N=C1N=CNC=N1,8
CCC(C)(C)C,CC(CO)C=O,4
CC#CC(=O)C,OCCC1CO1,4
CC(C)C(=O)N,C1COC(=O)N1,4
C#CC(=O)C#C,c1c[nH]c(=O)nc1,7
C(=O)(C(=O)N)N,CN(C)C(=O)N,4
Cc1cnc(o1)N,Cc1coc(=O)[nH]1,7
CNC(=O)NC,c1c([nH]nn1)N,8
CC(O)C1CO1,c1c(c[nH]c1O)N,8
CC1(CN1)C=O,N=COCC#N,6
COCC#C,N=C1CN=CN1,6
OC1CC=CC1,C1C2C3CC1N23,4
C(C#N)C(=O)N,c1c[nH]nc1O,6
CC1CC(O)C1,C1COCC1=O,4
CCC(=NO)C,C1C(=O)OCO1,5
CC1CC1(C)C,CC1OC1C=O,4
COCC=O,OCC1CC1O,5
C1C(=NO)CN1,N#CC1CCN1,4
C(=O)C(=O)C#N,C(C#CC#N)O,5
CC1COCO1,c1(n[nH]nn1)O,10
C,Cc1ccc(o1)C,13
c1cc[nH]c1,C1COC(=O)O1,9
CN(C)C(=O)N,CCOCC=O,5
C(F)(F)(F)F,CC1(COC1)C,7
CC(=O)CC#C,C1C(=O)OC=N1,4
Cn1cncn1,c1c(nn[nH]1)N,7
c1cnc(nc1)N,c1c(cncn1)O,3
CCCC=O,CC1CCOC1,4
CC(=O)C1CO1,ON=C1CC2OC12,4
CCCC(=O)C,CN=C(C=O)N,5
C#CC=O,Cc1[nH]cc(n1)O,11
CCC(C)C#C,C1C2CCCC12,3
CCC1CCO1,Cn1nccn1,5
CC(C)O,C1COC(=O)N1,7
CC(=O)NC=O,c1nc(no1)N,7
c1cnc[nH]1,CC(C=O)C#N,9
CCC1CO1,CC1=CCCC1,5
C(=N)NC=O,CN=C(C=O)N,4
CCC#CC#N,C1CC2OCC12,5
Cc1ccc[nH]1,C(CC#N)C#N,7
C1C(CO1)O,C#CCN1CC1,7
C(=O)C(=O)N,CC(C)CC=O,6
CC1CC1C,c1c(nc([nH]1)O)N,11
OCCC1CO1,c1cc(oc1N)O,8
C#CC#CC#C,C1OC2COC12,7
c1ccccc1,c1coc(=O)cn1,10
COC,Cc1ccncn1,11
C(CO)C=O,C#CC(=O)C#N,6
C#CC#N,c1c[nH]cc1O,8
C#N,CC(O)CC=O,10
CC(C)(CO)O,CN=CNC=O,6
OC(C=O)C#N,CCC1CCO1,5
O,CC(CO)C#C,10
CC(=O)CO,CCCCC=O,5
CC(C)C#N,C1CC=CC1,5
CC(=O)N1CC1,Cc1cc(oc1)N,8
COC(C)CO,CC1NC1CO,3
C(C(CO)O)O,C1CCOCC1,5
Cc1ccc([nH]1)N,Cn1cccc1O,8
CC(=NO)CCO,C1CC(=NO)C=C1,2
C(C=O)C#N,Cc1cnon1,7
CC1CO1,N=C1OC=NO1,7
CCOCC#N,C1C2C3CC1C23,6
CC([NH3+])C([O-])=O,CC1(CC1)C=O,5
C#CCC=O,c1c(cn[nH]1)N,9
OC1C2COC12,c1cc[nH]c(=O)c1,7
C,c1[nH]nc(n1)O,11
CC(C#C)C#C,CCC(O)C#C,2
c1cnoc1N,c1ncnc(n1)N,6
CC1(CC1)CO,CC1=CCOC1,3
CC1C2COC12,C1C2C3CC1N23,3
NC(=O)OC=N,CC1OCC1=NO,8
CNC=O,C1OCC2NC12,8
CN(C=N)C=O,OC1C(O)C1O,6
C1CC(C1)O,c1ccnnc1,9
Cc1cc(oc1)C,Cc1coc(n1)N,2
C(CO)C=O,CCC1OC1C,5
CCCC=O,CC(=O)OC=N,4
Cc1c[nH]c(n1)O,c1cncoc1=O,8
NC(=O)OC=N,c1cncoc1=O,5
CC(C)(C)CO,c1c([nH]c(=O)o1)N,7
CC(C)C(C)O,C1C2CCC1O2,4
CC1NC1C=O,C1CCC=CC1,4
C,c1cc(oc1)N,11
CCNC(=O)N,OC1CCOC1,5
CC#CCO,c1nnon1,8
CC(C)(C)CO,CCCCC=O,5
C1C(CO1)C#N,CC1C2COC12,3
CC(C)O,c1c(coc1N)O,9
C1CC1(C#N)O,CC1=NCCO1,5
C1CC1CO,c1[nH]c(c(n1)N)O,10
C1CC1,C1C2CC1O2,7
COC(C)C#C,C1C=CCC1=NO,7
Cc1ccoc1,C1C2OC=NC12,7
C(CC#N)C#N,C(#N)C(F)(F)F,7
c1cncnc1,CC1CC(C)O1,10
CC(O)C1CC1,CCC(F)(F)F,6
c1coc(n1)N,CCC(=O)CO,8
CC1CCC=C1,Cc1cocc1N,8
CC(C)COC,C#CC#CC#C,5
OC1CCC1=O,Cc1nnon1,10
CC(=O)NC,CCC(C)(C)O,4
COC(C)C=O,NC1=COC(=N)O1,6
C#CC(=O)C=O,c1ncnnn1,11
c1cc[nH]c1,CCOCC=O,8
N#CC1CN1,COCC(=O)N,5
c1coccc1=O,Cc1c(ocn1)N,9
CC(=O)C#C,Cc1conn1,8
N=COCC=O,CCCNC=O,4
CC(=O)C#C,c1c(nc([nH]1)O)N,11
C1CC=CC1,C1C(CC1=O)O,5
CCC,Cc1nnon1,9
OC1C(O)C1O,Cc1cccn1C,8
COC(=O)N,OC1C(O)C1O,7
C1CC1(C=O)O,Cc1nnon1,10
CCC1COC1,C1NC1C1CN1,5
N=C1CCCO1,C1CC2OCC12,5
CNC(=O)N,CC1OC1C,4
CC(C)(C)C=O,c1c(nc(o1)N)O,10
CC#CC#N,CCC(=O)OC,6
CC(CO)C#C,c1[nH]c(=O)on1,7
N=C1COCO1,Cc1ccn[nH]1,8
N=C1NC=CO1,Cc1ncno1,8
N=COC=O,c1[nH]ncn1,7
CC(O)CC#N,c1cncnc1N,9
CC12CC(C1)O2,Cn1cnnn1,7
CC1CC(C)C1,c1c(nc(o1)O)N,10
CC(O)C#C,CC1CC(=N)O1,4
CCC(=O)CC,CC1C2CC1O2,3
CC(=O)C#N,c1[nH]c(c(n1)N)O,10
CC12CC1CC2,c1cc([nH]c1O)O,10
CC#CC(=NO)C,c1c([nH]c(=O)[nH]1)O,7
CC(C)C(C)O,CC1OC1C=O,4
CC(C)C=O,C1C2(CO1)CO2,5
CC12CN(C1)C2,C1CN1CC=O,5
Cn1ncnn1,c1cnc(nc1)O,11
CC(C)CCO,Cc1[nH]cc(n1)O,8
CC(O)C(N)=O,c1coc(=O)cn1,6
C1C(CO1)O,CC(=O)C1CO1,5
COCC(C)O,CC(=O)C(=O)N,5
CNC(=O)C#C,N=C1OC=NC=C1,6
c1cc([nH]c1)O,Cc1ccc([nH]1)N,3
CC(=O)CO,CCCC=O,3
CC(C)CC#C,COCC1CN1,4
N#CC1CO1,Cc1cc(co1)O,10
CC(C)(C#N)O,N=C1ON=NO1,8
CC1CC1,CCNC=O,4
CNC(=O)CO,N=C1OC=CN=C1,7
OC1CC(O)C1,c1[nH]nc(n1)N,10
c1c(ocn1)N,CN(C)CC#N,8
CC(=O)C1CN1,Cc1cc(oc1)N,8
C1CC1C(=O)N,C1C2C3OC1C23,4
OC1CN2CC12,c1(n[nH]nn1)N,10
C(CO)C=O,CC#CC(=O)N,4
CC(C)COC,NC1COC1=N,5
C#CC1CO1,CC(=O)C(=O)N,6
c1c(nc[nH]1)N,CCC(C)C#N,7
CC1(COC1)C,Cn1cc(nc1)N,6
OCC1CCO1,CN1CC1C#C,5
Cc1ccc(o1)N,Cc1cccnc1,4
C(C=O)C(=O)N,C#CCCC#C,6
CCC,C1CC1C(=O)N,7
CC(C)CCO,C#CC#CC#N,5
CN=COC=O,C1CC1NC=O,4
Cc1ccon1,N=C1NN=NN1,10
C#C,C1CCOC1,8
C(C(=O)C#N)O,c1(=O)onno1,5
CC(=O)NC=N,OC1C2CCC12,6
N#CC1CCN1,c1cnc(nc1)O,10
OCC1CCO1,CC(=O)C1CC1,5
[NH3+]CCC([O-])=O,Cc1c[nH]nc1,9
C#CCCO,CC1CCC1O,4
CN(C)CC=O,Cc1nc(co1)N,8
CCOCC,C1CC1C2CC2,5
N#CC1CO1,c1c([nH]cn1)O,8
CC1(CCC1)C,C#CCN1CC1,4
CC(C)C(C)O,Cc1ccc([nH]1)O,7
CC(=O)OC,c1[nH]c(=O)ncn1,7
CCCC=O,Cc1ccccc1,9
C[NH2+]CC([O-])=O,c1cnc(cn1)N,10
C1C2CCC12,c1c(coc1N)N,11
Cn1cccc1,C1C(CC1=O)O,6
C1C(=O)NC=N1,CCCCC=O,4
CC1CC1(C)C,CCC(=O)C=O,6
CCC(C)CC,N=C1OC=NC=N1,8
c1c(coc1N)O,c1cncnc1N,5
Cc1c[nH]c(n1)C,c1ccc(cc1)N,6
CC(O)CO,CC1COC1=O,4
C1CC2(C1)CO2,C1OCC2NC12,4
CC(C#C)C#N,Cc1cc(c[nH]1)N,8
CC1OCCO1,C1C(CO1)C=O,5
C1COC1,CC(C)CO,3
OC1CC1O,CC(=NO)C1CN1,8
c1nnco1,CC(O)C(C)=O,10
c1c(nc(o1)O)N,c1nc(c(o1)N)O,4
C(=O)C(=O)C#N,C1COC(=O)N1,5
CC1CCC1=O,c1c[nH]nc1N,9
CC1CC=CC1,C(CC=O)C=O,5
CC(O)C#N,CC(O)C1CN1,4
N=C1OC=CN=C1,c1coc(c1N)O,8
C(C#N)N,CC1CN=CO1,7
CC(C)OC,c1nc(c(o1)N)N,9
c1cnc([nH]1)O,Cc1cc([nH]c1)C,4
C(=O)(N)N,C1C=CC(=O)N1,6
c1cc(oc1)N,C1COC(=O)N1,7
C1OC1C1CO1,c1ccnnc1,10
CC1(CC1)CO,C1COCOC1,5
OC1CC1C#N,OC1C2CCC12,3
CC1(CC1)O,Cc1cocc1C,9
C1C(CO1)C#N,c1c(oc(n1)N)N,10
c1nc(on1)N,c1cc(oc1N)N,4
CC(O)C(N)=O,CC1(COC1)O,5
CC1COC=N1,c1(n[nH]nn1)N,9
OC1CC1O,Cc1cc(c[nH]1)N,10
C(=N)NC(=O)N,C(C(=O)C=O)O,5
CC1CC(=O)O1,O=C1NC2CC12,2
C#CCC#C,CC1COCO1,6
C1C(=O)CN1,c1c(ocn1)N,8
CC#CC(=O)N,Cc1c(cc[nH]1)O,9
C#CC=O,CC(C)C#C,4
C1CC1NC=O,c1c(oc(n1)N)N,9
Cc1ccccc1,Cn1cccc1O,9
CC1OC1C#C,N=C1N=CNC=N1,9
CCC1COC1,Cc1c[nH]nn1,9
c1cc([nH]c1)O,CCC1(CC1)O,7
Cc1n[nH]nn1,ON=C1CC2OC12,12
C(CCO)CO,Cn1ccc(c1)N,6
CC1CCCO1,Cc1coc(=O)o1,3
C1CC12CCO2,CC(=NO)C1CC1,5
CC(C#C)C#C,Cc1cc[nH]n1,7
OC1CC1O,Cc1c[nH]c(n1)O,10
CN=COC=O,c1c(coc1N)O,8
Cc1ccco1,NC(C#C)C#N,8
CC1CN1C,CC1CC(=N)O1,5
C(=O)C(=O)C=O,CCC#CCC,8
ON=C1CC2OC12,Cc1ccc([nH]1)N,10
CN=C(C=O)N,c1cocnc1=O,6
C(C#N)NC=O,Cc1[nH]cc(n1)O,8
C1C2CCOC12,CCC(=NO)CO,6
CCN(C)C=O,c1c(cn[nH]1)N,9
COC(C)C#C,N=C1NN=NN1,8
CCNC(=O)C,CC(=O)C(=O)C,4
CCC(C)O,CN(C=N)C=O,6
CC1COC1=N,Cc1cocc1N,8
CC1C(C)C1O,C1C=CC2NC12,4
CC1(CC1)C=O,Cc1ncc(o1)N,10
CC1CC(=O)C1,C1OCC2NC12,5
c1c(con1)N,Cc1c(ocn1)C,5
C1CC(=O)NC1,Cc1ncno1,7
C(C(=O)CO)O,c1c(onn1)N,9
Cc1coc(n1)N,Cc1cnc(o1)C,3
CN=COC,C(CO)C=O,4
CC(CO)CO,CN1CC(=NO)C1,6
CC(=O)COC,CC1=CCCC1,3
CC(=O)C,CC1OCC1=O,5
COCCO,Cc1cc([nH]c1)O,8
CC1CC1(C)O,CC12CC1CO2,1
c1(=O)[nH]nn[nH]1,Cc1ccncc1,12
CCC(O)CO,Cc1ccc(o1)N,9
C1CC2CCC12,C1NC1C1CN1,6
C(F)(F)(F)F,O=CCC1CN1,9
CNC(=O)C=O,CC1NC1C#C,6
CCC#CCO,Cc1cnno1,7
C(C#N)C#N,Cc1c(nc[nH]1)C,9
C,[NH3+]CCC([O-])=O,10
C#CC#N,CCNC=O,5
C(C#N)O,CC(=N)OC=O,6
CC(=O)NC,CCC#CC,5
COCCO,c1(=O)[nH]nno1,6
COCC(=O)N,CC1OC2CC12,5
O1C2C1C1OC21,c1c(c[nH]c1N)O,10
CC1CN=CO1,CC#CCC=O,5
CC1(CN1)C#N,CC1(CO1)C#N,1
C#CCCO,C1C(=O)OC=N1,5
N=C1OCCO1,COCC1CO1,5
CC1OCCO1,C#CCC1CC1,5
C#CC(=O)N,c1cnc(cn1)N,10
OC1CC2CC12,Cn1cccc1N,5
CCOCCO,NC1=COC(=N)O1,6
C(#N)C(=O)C#N,O1C2C1C1OC21,8
CC(C)NC=O,Cc1cccn1C,5
C(=O)C(F)(F)F,Cc1ccoc1N,11
CC1CCC1O,CN=CNC=O,5
CC1COC1=O,O=C1NC2CC12,2
C1CC2OC12,O=C1CC2NC12,3
Cc1[nH]ncn1,c1cnc(cn1)O,6
CC1CCOC1,Cc1nc(co1)O,8
c1coc(n1)N,CC#CC(=NO)C,9
CC1CC(=O)C1,C1C=CC2NC12,5
C1CCC(C1)O,CCOCC#C,4
C#CCC#C,CCC#CCO,4
C1CC(=O)C1,CC1C2CCC12,5
CC(C)(C)C#N,N=C1OC2CC12,6
COC(=O)C=O,c1c(n[nH]n1)N,10
C1COCOC1,NC1=COC(=N)O1,5
c1c[nH]cc1O,c1cc([nH]c1N)N,5
C(C=O)NC=O,Cc1ncccn1,10
CCOC(=O)C,Cc1ccoc1C,8
CC#CC(=O)N,Cc1ccccc1,9
CCOC(=O)N,CCN1CC1C,5
C1CC(=O)NC1,Cn1nnnn1,6
C(F)(F)(F)F,C(CC#N)C=O,10
CC1C2CCC12,c1c(c(c[nH]1)N)N,10
CC(O)C(C)=O,Cc1cccn1C,7
CNC=O,Cc1c(cc[nH]1)N,11
CC(C)CO,c1nnno1,9
CNCC#N,c1c(c[nH]c1N)O,9
CCCCCO,CC(C)C1CO1,3
C(=O)C(=O)N,CNC(=N)C=O,3
OCCOC=N,CC1CC2OC12,5
CC1(CC1)C,C1CC1(C=O)O,3
Cc1cnc(o1)O,Cc1ccoc1C,4
CC(=O)CC#C,CC(C#N)C#N,5
c1ccnc(c1)O,c1[nH]c(c(n1)N)O,5
CC(C)C(=O)C,C1CC2OC2C1,5
N=COCC#C,Cc1cc([nH]c1)O,7
CN=C(C#N)N,CC1OCC1=O,6
CC#CCO,C(CO)C=O,3
Cn1cnnn1,c1c(nc(o1)N)N,9
c1cncnc1,CCNCC#N,7
C#CC#CC=O,CC#CCC=O,2
C(#N)C#N,c1c(onn1)N,8
C(=O)N,CC#CC(C)O,8
CC(=O)NC=O,O=CCC1CN1,4
CC#CC#N,OC12CC1OC2,7
C1COC1,CC1(CO1)C,4
C1OCC2NC12,Cc1cnc([nH]1)O,9
C(=N)NC(=O)N,CC1OCC1=NO,8
NC(CO)C#N,Cc1ccoc1N,9
COC(=O)CO,CC1CC(C1)=NO,7
O1C2C1C1OC21,c1ccnnc1,11
CCCC1CC1,Cc1cnoc1,8
C(=N)NC(=O)N,OC12CN(C1)C2,8
CN=C(C#N)N,C1CC(C1)C#N,4
CC#CCO,C(C(=O)CO)O,4
CC1COC1=N,Cn1cc(nc1)N,7
O,n1nnon1,9
C1COC(=O)N1,c1c[nH]cnc1=O,5
CNC(=O)N,CNC(=N)C=O,4
CC(C=O)C#C,COCC1CN1,5
OC1COC1=N,c1c[nH]nc1N,9
c1cn[nH]c1O,CC(=NO)C1CN1,9
CC1OC1(C)C,C#CC(=NO)C#C,7
CC(=NO)C#C,Cc1nnon1,7
CC(C)(C=O)O,Cc1conn1,8
CCC(=O)C#C,c1c(nc([nH]1)O)N,10
CN(C=N)C=O,CCC1CN1C,6
CNC=O,CC(O)C(C)O,6
C(CO)O,c1cncnc1N,11
COC(C)CO,C12C3C1N1C2C31,6
CCC#CCC,Cc1coc(=O)[nH]1,6
CC1CC(=O)C1,CC1CC(=O)O1,1
C(COC=O)O,OCC1CCO1,3
CC#C,C(=O)C(=O)N,6
C(=O)NC=O,C#CCCC#C,7
CC(O)CC#C,Cc1ncno1,7
CC1(CC1)C=O,CC#CCCO,4
CCOCCO,Cc1ncc(o1)N,8
Cn1cccc1,CC(C#C)C#N,5
CCC(=NO)C,c1cocnc1=O,7
CN1CC1,c1ccoc(=O)c1,9
C(CC#N)CO,N=C1OC=NC=C1,7
CCC,CC(O)CCO,6
O=CC1CCO1,Cc1c[nH]c(n1)O,9
CC1OC1C=O,c1c(c[nH]c1N)O,9
CCCOC,COCCOC,3
C1CC1(C#N)N,CC1C2CC1O2,6
N1C2C3NC2C13,N=C1NN=NN1,8
COC,Cc1cnon1,9
NCC(O)C#N,Cc1nccn1C,7
OC1CN2CC12,c1c(cncn1)N,10
C#CC(=O)C#C,CC1=CCOC1,6
c1cncnc1,CC(C=O)C#N,8
CCC(C)O,Cc1c[nH]cc1C,8
CC(C)C(=O)N,c1ccnc(c1)N,9
O=CC1CO1,C#CC(=O)CO,5
CC(=O)C=O,CC1CC1C#N,7
CCC(O)C=O,Cc1ccc([nH]1)O,8
CC(C)CCO,CCC1COC1,3
C1CCCC1,N1C2C1C1OC21,5
C12C3C1N1C2C31,Cn1ccc(c1)O,5
OC1C2CC1O2,c1c(cn[nH]1)N,10
CNCC#N,c1nncnn1,8
CC(C)(CO)O,C(CC#N)CO,5
CCC(C)(C)C,OC1CCC=C1,4
CCCCC=O,c1c(cncn1)O,10
CC12CC(C1)C2,CN1CC(=NO)C1,6
Cc1cc(co1)O,c1cncoc1=O,8
c1cc([nH]c1)O,Cc1c[nH]c(n1)O,3
CCCC=O,c1cnc(nc1)O,10
C1CN1C(=O)N,Cn1ncnn1,6
OCC(O)C#N,Cc1c[nH]cc1O,7
CCC1CO1,C1C2OCOC12,5
Cc1cnc(o1)C,Cc1ccccc1,5
C1COC1,C#CC(F)(F)F,7
C#CC#N,CCC(O)C#C,6
CC(C)OC,CCC(=NO)CC,7
C1C(=NO)CO1,CC(=O)COC,5
CCC1(CC1)O,OC1CCC1O,3
COC(C)C#N,c1c[nH]cnc1=O,7
CCC(=O)OC,CC1NCC1=NO,6
CC1(O)CC1O,C1COCC1=O,3
C(C#N)O,c1c(nn[nH]1)O,7
C#CC(C#C)O,Cc1nnon1,10
CC1(COC1)C,C#CC(=O)C#C,7
CCNC(=O)C,COC1CC1O,4
N=C1NC=CO1,O=C1CC2NC12,6
CCC(C)(C)O,OC1CCC=C1,3
C(C#CC=O)O,C1OCC2NC12,6
C1C2C1C1OC21,Cc1c(nc[nH]1)C,11
CCC,C(#N)C(F)(F)F,7
CC(C)C#N,c1c(nco1)O,8
CCNC(=O)C,COC(C)C=O,4
CC1(CC1)C#C,Cc1ccn[nH]1,8
C1CC(=O)OC1,CC(=NO)C1CN1,7
Cc1cnc(o1)C,Cc1c[nH]cc1C,3
CCC(=O)N,Cc1cc[nH]n1,8
C#CC1CCO1,c1cnc(cn1)N,10
COC(=O)N,CCC(O)CO,5
Cc1[nH]ncn1,ON=C1CC2OC12,11
C1CO1,CC1OCCO1,8
CC(N)C#N,C(#CC#N)C#N,5
C(=O)C#CC#N,C1C=CC2NC12,5
CN(C)CC=O,c1c(c(c[nH]1)O)O,9
C#CC1CN1,CCC(F)(F)F,6
C1CO1,CC(=NO)C1CO1,8
C1CC1(CO)O,CCC#CCC,6
OCC1CO1,OC1CN2CC12,4
CCC1CO1,ON=C1CN2CC12,6
CCC(C)(C)C,CCCC1CO1,4
CC(C)C#C,CCCNC=O,6
Cc1cc[nH]c1,CCC1CCC1,7
c1[nH]ncn1,c1cnc(=O)oc1,12
CC(C)(C#N)N,CC12CC1CO2,5
